Date,Country,Confirmed,Recovered,Deaths
1/22/20,Brunei,0,0,0
1/23/20,Brunei,0,0,0
1/24/20,Brunei,0,0,0
1/25/20,Brunei,0,0,0
1/26/20,Brunei,0,0,0
1/27/20,Brunei,0,0,0
1/28/20,Brunei,0,0,0
1/29/20,Brunei,0,0,0
1/30/20,Brunei,0,0,0
1/31/20,Brunei,0,0,0
2/1/20,Brunei,0,0,0
2/2/20,Brunei,0,0,0
2/3/20,Brunei,0,0,0
2/4/20,Brunei,0,0,0
2/5/20,Brunei,0,0,0
2/6/20,Brunei,0,0,0
2/7/20,Brunei,0,0,0
2/8/20,Brunei,0,0,0
2/9/20,Brunei,0,0,0
2/10/20,Brunei,0,0,0
2/11/20,Brunei,0,0,0
2/12/20,Brunei,0,0,0
2/13/20,Brunei,0,0,0
2/14/20,Brunei,0,0,0
2/15/20,Brunei,0,0,0
2/16/20,Brunei,0,0,0
2/17/20,Brunei,0,0,0
2/18/20,Brunei,0,0,0
2/19/20,Brunei,0,0,0
2/20/20,Brunei,0,0,0
2/21/20,Brunei,0,0,0
2/22/20,Brunei,0,0,0
2/23/20,Brunei,0,0,0
2/24/20,Brunei,0,0,0
2/25/20,Brunei,0,0,0
2/26/20,Brunei,0,0,0
2/27/20,Brunei,0,0,0
2/28/20,Brunei,0,0,0
2/29/20,Brunei,0,0,0
3/1/20,Brunei,0,0,0
3/2/20,Brunei,0,0,0
3/3/20,Brunei,0,0,0
3/4/20,Brunei,0,0,0
3/5/20,Brunei,0,0,0
3/6/20,Brunei,0,0,0
3/7/20,Brunei,0,0,0
3/8/20,Brunei,0,0,0
3/9/20,Brunei,1,0,0
3/10/20,Brunei,1,0,0
3/11/20,Brunei,11,0,0
3/12/20,Brunei,11,0,0
3/13/20,Brunei,37,0,0
3/14/20,Brunei,40,0,0
3/15/20,Brunei,50,0,0
3/16/20,Brunei,54,0,0
3/17/20,Brunei,56,0,0
3/18/20,Brunei,68,0,0
3/19/20,Brunei,75,0,0
3/20/20,Brunei,78,1,0
3/21/20,Brunei,83,2,0
3/22/20,Brunei,88,2,0
3/23/20,Brunei,91,2,0
3/24/20,Brunei,104,2,0
3/25/20,Brunei,109,2,0
3/26/20,Brunei,114,5,0
3/27/20,Brunei,115,11,0
3/28/20,Brunei,120,25,1
3/29/20,Brunei,126,34,1
3/30/20,Brunei,127,38,1
3/31/20,Brunei,129,45,1
4/1/20,Brunei,131,52,1
4/2/20,Brunei,133,56,1
4/3/20,Brunei,134,65,1
4/4/20,Brunei,135,66,1
4/5/20,Brunei,135,73,1
4/6/20,Brunei,135,82,1
4/7/20,Brunei,135,85,1
4/8/20,Brunei,135,91,1
4/9/20,Brunei,135,92,1
4/10/20,Brunei,136,99,1
4/11/20,Brunei,136,104,1
4/12/20,Brunei,136,106,1
4/13/20,Brunei,136,107,1
4/14/20,Brunei,136,107,1
4/15/20,Brunei,136,108,1
4/16/20,Brunei,136,108,1
4/17/20,Brunei,136,112,1
4/18/20,Brunei,137,113,1
4/19/20,Brunei,138,115,1
4/20/20,Brunei,138,116,1
4/21/20,Brunei,138,116,1
4/22/20,Brunei,138,117,1
4/23/20,Brunei,138,119,1
4/24/20,Brunei,138,120,1
4/25/20,Brunei,138,121,1
4/26/20,Brunei,138,123,1
4/27/20,Brunei,138,124,1
4/28/20,Brunei,138,124,1
4/29/20,Brunei,138,124,1
4/30/20,Brunei,138,124,1
5/1/20,Brunei,138,124,1
5/2/20,Brunei,138,126,1
5/3/20,Brunei,138,128,1
5/4/20,Brunei,138,130,1
5/5/20,Brunei,138,131,1
5/6/20,Brunei,139,131,1
5/7/20,Brunei,141,131,1
5/8/20,Brunei,141,132,1
5/9/20,Brunei,141,132,1
5/10/20,Brunei,141,134,1
5/11/20,Brunei,141,134,1
5/12/20,Brunei,141,134,1
5/13/20,Brunei,141,134,1
5/14/20,Brunei,141,134,1
5/15/20,Brunei,141,135,1
5/16/20,Brunei,141,136,1
5/17/20,Brunei,141,136,1
5/18/20,Brunei,141,136,1
5/19/20,Brunei,141,136,1
5/20/20,Brunei,141,136,1
5/21/20,Brunei,141,136,1
5/22/20,Brunei,141,136,1
5/23/20,Brunei,141,136,1
5/24/20,Brunei,141,137,1
5/25/20,Brunei,141,137,1
5/26/20,Brunei,141,137,1
5/27/20,Brunei,141,137,2
5/28/20,Brunei,141,138,2
5/29/20,Brunei,141,138,2
5/30/20,Brunei,141,138,2
5/31/20,Brunei,141,138,2
6/1/20,Brunei,141,138,2
6/2/20,Brunei,141,138,2
6/3/20,Brunei,141,138,2
6/4/20,Brunei,141,138,2
6/5/20,Brunei,141,138,2
6/6/20,Brunei,141,138,2
6/7/20,Brunei,141,138,2
6/8/20,Brunei,141,138,2
6/9/20,Brunei,141,138,2
1/22/20,Burma,0,0,0
1/23/20,Burma,0,0,0
1/24/20,Burma,0,0,0
1/25/20,Burma,0,0,0
1/26/20,Burma,0,0,0
1/27/20,Burma,0,0,0
1/28/20,Burma,0,0,0
1/29/20,Burma,0,0,0
1/30/20,Burma,0,0,0
1/31/20,Burma,0,0,0
2/1/20,Burma,0,0,0
2/2/20,Burma,0,0,0
2/3/20,Burma,0,0,0
2/4/20,Burma,0,0,0
2/5/20,Burma,0,0,0
2/6/20,Burma,0,0,0
2/7/20,Burma,0,0,0
2/8/20,Burma,0,0,0
2/9/20,Burma,0,0,0
2/10/20,Burma,0,0,0
2/11/20,Burma,0,0,0
2/12/20,Burma,0,0,0
2/13/20,Burma,0,0,0
2/14/20,Burma,0,0,0
2/15/20,Burma,0,0,0
2/16/20,Burma,0,0,0
2/17/20,Burma,0,0,0
2/18/20,Burma,0,0,0
2/19/20,Burma,0,0,0
2/20/20,Burma,0,0,0
2/21/20,Burma,0,0,0
2/22/20,Burma,0,0,0
2/23/20,Burma,0,0,0
2/24/20,Burma,0,0,0
2/25/20,Burma,0,0,0
2/26/20,Burma,0,0,0
2/27/20,Burma,0,0,0
2/28/20,Burma,0,0,0
2/29/20,Burma,0,0,0
3/1/20,Burma,0,0,0
3/2/20,Burma,0,0,0
3/3/20,Burma,0,0,0
3/4/20,Burma,0,0,0
3/5/20,Burma,0,0,0
3/6/20,Burma,0,0,0
3/7/20,Burma,0,0,0
3/8/20,Burma,0,0,0
3/9/20,Burma,0,0,0
3/10/20,Burma,0,0,0
3/11/20,Burma,0,0,0
3/12/20,Burma,0,0,0
3/13/20,Burma,0,0,0
3/14/20,Burma,0,0,0
3/15/20,Burma,0,0,0
3/16/20,Burma,0,0,0
3/17/20,Burma,0,0,0
3/18/20,Burma,0,0,0
3/19/20,Burma,0,0,0
3/20/20,Burma,0,0,0
3/21/20,Burma,0,0,0
3/22/20,Burma,0,0,0
3/23/20,Burma,0,0,0
3/24/20,Burma,0,0,0
3/25/20,Burma,0,0,0
3/26/20,Burma,0,0,0
3/27/20,Burma,8,0,0
3/28/20,Burma,8,0,0
3/29/20,Burma,10,0,0
3/30/20,Burma,14,0,0
3/31/20,Burma,15,0,1
4/1/20,Burma,15,0,1
4/2/20,Burma,20,0,1
4/3/20,Burma,20,0,1
4/4/20,Burma,21,0,1
4/5/20,Burma,21,0,1
4/6/20,Burma,22,0,1
4/7/20,Burma,22,0,1
4/8/20,Burma,22,0,3
4/9/20,Burma,23,2,3
4/10/20,Burma,27,2,3
4/11/20,Burma,38,2,3
4/12/20,Burma,41,2,4
4/13/20,Burma,62,2,4
4/14/20,Burma,63,2,4
4/15/20,Burma,74,2,4
4/16/20,Burma,85,2,4
4/17/20,Burma,88,5,4
4/18/20,Burma,98,5,5
4/19/20,Burma,111,7,5
4/20/20,Burma,119,7,5
4/21/20,Burma,121,7,5
4/22/20,Burma,123,7,5
4/23/20,Burma,139,9,5
4/24/20,Burma,144,9,5
4/25/20,Burma,146,10,5
4/26/20,Burma,146,10,5
4/27/20,Burma,146,16,5
4/28/20,Burma,150,16,5
4/29/20,Burma,150,27,6
4/30/20,Burma,151,27,6
5/1/20,Burma,151,31,6
5/2/20,Burma,151,37,6
5/3/20,Burma,155,43,6
5/4/20,Burma,161,49,6
5/5/20,Burma,161,49,6
5/6/20,Burma,161,50,6
5/7/20,Burma,176,62,6
5/8/20,Burma,177,67,6
5/9/20,Burma,178,68,6
5/10/20,Burma,180,72,6
5/11/20,Burma,180,74,6
5/12/20,Burma,180,76,6
5/13/20,Burma,181,79,6
5/14/20,Burma,181,84,6
5/15/20,Burma,182,89,6
5/16/20,Burma,182,96,6
5/17/20,Burma,184,97,6
5/18/20,Burma,191,101,6
5/19/20,Burma,193,104,6
5/20/20,Burma,199,108,6
5/21/20,Burma,199,108,6
5/22/20,Burma,199,116,6
5/23/20,Burma,201,120,6
5/24/20,Burma,201,122,6
5/25/20,Burma,203,123,6
5/26/20,Burma,206,124,6
5/27/20,Burma,206,126,6
5/28/20,Burma,206,126,6
5/29/20,Burma,207,130,6
5/30/20,Burma,224,130,6
5/31/20,Burma,224,138,6
6/1/20,Burma,228,138,6
6/2/20,Burma,232,143,6
6/3/20,Burma,233,145,6
6/4/20,Burma,236,148,6
6/5/20,Burma,236,151,6
6/6/20,Burma,240,156,6
6/7/20,Burma,242,156,6
6/8/20,Burma,244,159,6
6/9/20,Burma,246,159,6
1/22/20,Cambodia,0,0,0
1/23/20,Cambodia,0,0,0
1/24/20,Cambodia,0,0,0
1/25/20,Cambodia,0,0,0
1/26/20,Cambodia,0,0,0
1/27/20,Cambodia,1,0,0
1/28/20,Cambodia,1,0,0
1/29/20,Cambodia,1,0,0
1/30/20,Cambodia,1,0,0
1/31/20,Cambodia,1,0,0
2/1/20,Cambodia,1,0,0
2/2/20,Cambodia,1,0,0
2/3/20,Cambodia,1,0,0
2/4/20,Cambodia,1,0,0
2/5/20,Cambodia,1,0,0
2/6/20,Cambodia,1,0,0
2/7/20,Cambodia,1,0,0
2/8/20,Cambodia,1,0,0
2/9/20,Cambodia,1,0,0
2/10/20,Cambodia,1,0,0
2/11/20,Cambodia,1,0,0
2/12/20,Cambodia,1,1,0
2/13/20,Cambodia,1,1,0
2/14/20,Cambodia,1,1,0
2/15/20,Cambodia,1,1,0
2/16/20,Cambodia,1,1,0
2/17/20,Cambodia,1,1,0
2/18/20,Cambodia,1,1,0
2/19/20,Cambodia,1,1,0
2/20/20,Cambodia,1,1,0
2/21/20,Cambodia,1,1,0
2/22/20,Cambodia,1,1,0
2/23/20,Cambodia,1,1,0
2/24/20,Cambodia,1,1,0
2/25/20,Cambodia,1,1,0
2/26/20,Cambodia,1,1,0
2/27/20,Cambodia,1,1,0
2/28/20,Cambodia,1,1,0
2/29/20,Cambodia,1,1,0
3/1/20,Cambodia,1,1,0
3/2/20,Cambodia,1,1,0
3/3/20,Cambodia,1,1,0
3/4/20,Cambodia,1,1,0
3/5/20,Cambodia,1,1,0
3/6/20,Cambodia,1,1,0
3/7/20,Cambodia,1,1,0
3/8/20,Cambodia,2,1,0
3/9/20,Cambodia,2,1,0
3/10/20,Cambodia,2,1,0
3/11/20,Cambodia,3,1,0
3/12/20,Cambodia,3,1,0
3/13/20,Cambodia,5,1,0
3/14/20,Cambodia,7,1,0
3/15/20,Cambodia,7,1,0
3/16/20,Cambodia,7,1,0
3/17/20,Cambodia,33,1,0
3/18/20,Cambodia,35,1,0
3/19/20,Cambodia,37,1,0
3/20/20,Cambodia,51,1,0
3/21/20,Cambodia,53,1,0
3/22/20,Cambodia,84,1,0
3/23/20,Cambodia,87,1,0
3/24/20,Cambodia,91,4,0
3/25/20,Cambodia,96,10,0
3/26/20,Cambodia,96,10,0
3/27/20,Cambodia,99,11,0
3/28/20,Cambodia,99,13,0
3/29/20,Cambodia,103,21,0
3/30/20,Cambodia,107,21,0
3/31/20,Cambodia,109,23,0
4/1/20,Cambodia,109,25,0
4/2/20,Cambodia,110,34,0
4/3/20,Cambodia,114,35,0
4/4/20,Cambodia,114,50,0
4/5/20,Cambodia,114,50,0
4/6/20,Cambodia,114,53,0
4/7/20,Cambodia,115,58,0
4/8/20,Cambodia,117,63,0
4/9/20,Cambodia,119,62,0
4/10/20,Cambodia,119,72,0
4/11/20,Cambodia,120,75,0
4/12/20,Cambodia,122,77,0
4/13/20,Cambodia,122,77,0
4/14/20,Cambodia,122,91,0
4/15/20,Cambodia,122,96,0
4/16/20,Cambodia,122,98,0
4/17/20,Cambodia,122,98,0
4/18/20,Cambodia,122,103,0
4/19/20,Cambodia,122,105,0
4/20/20,Cambodia,122,107,0
4/21/20,Cambodia,122,110,0
4/22/20,Cambodia,122,110,0
4/23/20,Cambodia,122,110,0
4/24/20,Cambodia,122,117,0
4/25/20,Cambodia,122,117,0
4/26/20,Cambodia,122,117,0
4/27/20,Cambodia,122,119,0
4/28/20,Cambodia,122,119,0
4/29/20,Cambodia,122,119,0
4/30/20,Cambodia,122,119,0
5/1/20,Cambodia,122,120,0
5/2/20,Cambodia,122,120,0
5/3/20,Cambodia,122,120,0
5/4/20,Cambodia,122,120,0
5/5/20,Cambodia,122,120,0
5/6/20,Cambodia,122,120,0
5/7/20,Cambodia,122,120,0
5/8/20,Cambodia,122,120,0
5/9/20,Cambodia,122,120,0
5/10/20,Cambodia,122,120,0
5/11/20,Cambodia,122,121,0
5/12/20,Cambodia,122,121,0
5/13/20,Cambodia,122,121,0
5/14/20,Cambodia,122,121,0
5/15/20,Cambodia,122,122,0
5/16/20,Cambodia,122,122,0
5/17/20,Cambodia,122,122,0
5/18/20,Cambodia,122,122,0
5/19/20,Cambodia,122,122,0
5/20/20,Cambodia,122,122,0
5/21/20,Cambodia,123,122,0
5/22/20,Cambodia,123,122,0
5/23/20,Cambodia,124,122,0
5/24/20,Cambodia,124,122,0
5/25/20,Cambodia,124,122,0
5/26/20,Cambodia,124,122,0
5/27/20,Cambodia,124,122,0
5/28/20,Cambodia,124,122,0
5/29/20,Cambodia,124,122,0
5/30/20,Cambodia,125,123,0
5/31/20,Cambodia,125,123,0
6/1/20,Cambodia,125,123,0
6/2/20,Cambodia,125,123,0
6/3/20,Cambodia,125,123,0
6/4/20,Cambodia,125,123,0
6/5/20,Cambodia,125,123,0
6/6/20,Cambodia,125,123,0
6/7/20,Cambodia,126,123,0
6/8/20,Cambodia,126,123,0
6/9/20,Cambodia,126,125,0
1/22/20,Indonesia,0,0,0
1/23/20,Indonesia,0,0,0
1/24/20,Indonesia,0,0,0
1/25/20,Indonesia,0,0,0
1/26/20,Indonesia,0,0,0
1/27/20,Indonesia,0,0,0
1/28/20,Indonesia,0,0,0
1/29/20,Indonesia,0,0,0
1/30/20,Indonesia,0,0,0
1/31/20,Indonesia,0,0,0
2/1/20,Indonesia,0,0,0
2/2/20,Indonesia,0,0,0
2/3/20,Indonesia,0,0,0
2/4/20,Indonesia,0,0,0
2/5/20,Indonesia,0,0,0
2/6/20,Indonesia,0,0,0
2/7/20,Indonesia,0,0,0
2/8/20,Indonesia,0,0,0
2/9/20,Indonesia,0,0,0
2/10/20,Indonesia,0,0,0
2/11/20,Indonesia,0,0,0
2/12/20,Indonesia,0,0,0
2/13/20,Indonesia,0,0,0
2/14/20,Indonesia,0,0,0
2/15/20,Indonesia,0,0,0
2/16/20,Indonesia,0,0,0
2/17/20,Indonesia,0,0,0
2/18/20,Indonesia,0,0,0
2/19/20,Indonesia,0,0,0
2/20/20,Indonesia,0,0,0
2/21/20,Indonesia,0,0,0
2/22/20,Indonesia,0,0,0
2/23/20,Indonesia,0,0,0
2/24/20,Indonesia,0,0,0
2/25/20,Indonesia,0,0,0
2/26/20,Indonesia,0,0,0
2/27/20,Indonesia,0,0,0
2/28/20,Indonesia,0,0,0
2/29/20,Indonesia,0,0,0
3/1/20,Indonesia,0,0,0
3/2/20,Indonesia,2,0,0
3/3/20,Indonesia,2,0,0
3/4/20,Indonesia,2,0,0
3/5/20,Indonesia,2,0,0
3/6/20,Indonesia,4,0,0
3/7/20,Indonesia,4,0,0
3/8/20,Indonesia,6,0,0
3/9/20,Indonesia,19,0,0
3/10/20,Indonesia,27,2,0
3/11/20,Indonesia,34,2,1
3/12/20,Indonesia,34,2,1
3/13/20,Indonesia,69,2,4
3/14/20,Indonesia,96,8,5
3/15/20,Indonesia,117,8,5
3/16/20,Indonesia,134,8,5
3/17/20,Indonesia,172,8,5
3/18/20,Indonesia,227,11,19
3/19/20,Indonesia,311,11,25
3/20/20,Indonesia,369,15,32
3/21/20,Indonesia,450,15,38
3/22/20,Indonesia,514,29,48
3/23/20,Indonesia,579,29,49
3/24/20,Indonesia,686,30,55
3/25/20,Indonesia,790,31,58
3/26/20,Indonesia,893,35,78
3/27/20,Indonesia,1046,46,87
3/28/20,Indonesia,1155,59,102
3/29/20,Indonesia,1285,64,114
3/30/20,Indonesia,1414,75,122
3/31/20,Indonesia,1528,81,136
4/1/20,Indonesia,1677,103,157
4/2/20,Indonesia,1790,112,170
4/3/20,Indonesia,1986,134,181
4/4/20,Indonesia,2092,150,191
4/5/20,Indonesia,2273,164,198
4/6/20,Indonesia,2491,192,209
4/7/20,Indonesia,2738,204,221
4/8/20,Indonesia,2956,222,240
4/9/20,Indonesia,3293,252,280
4/10/20,Indonesia,3512,282,306
4/11/20,Indonesia,3842,286,327
4/12/20,Indonesia,4241,359,373
4/13/20,Indonesia,4557,380,399
4/14/20,Indonesia,4839,426,459
4/15/20,Indonesia,5136,446,469
4/16/20,Indonesia,5516,548,496
4/17/20,Indonesia,5923,607,520
4/18/20,Indonesia,6248,631,535
4/19/20,Indonesia,6575,686,582
4/20/20,Indonesia,6760,747,590
4/21/20,Indonesia,7135,842,616
4/22/20,Indonesia,7418,913,635
4/23/20,Indonesia,7775,960,647
4/24/20,Indonesia,8211,1002,689
4/25/20,Indonesia,8607,1042,720
4/26/20,Indonesia,8882,1107,743
4/27/20,Indonesia,9096,1151,765
4/28/20,Indonesia,9511,1254,773
4/29/20,Indonesia,9771,1391,784
4/30/20,Indonesia,10118,1522,792
5/1/20,Indonesia,10551,1591,800
5/2/20,Indonesia,10843,1665,831
5/3/20,Indonesia,11192,1876,845
5/4/20,Indonesia,11587,1954,864
5/5/20,Indonesia,12071,2197,872
5/6/20,Indonesia,12438,2317,895
5/7/20,Indonesia,12776,2381,930
5/8/20,Indonesia,13112,2494,943
5/9/20,Indonesia,13645,2607,959
5/10/20,Indonesia,14032,2698,973
5/11/20,Indonesia,14265,2881,991
5/12/20,Indonesia,14749,3063,1007
5/13/20,Indonesia,15438,3287,1028
5/14/20,Indonesia,16006,3518,1043
5/15/20,Indonesia,16496,3803,1076
5/16/20,Indonesia,17025,3911,1089
5/17/20,Indonesia,17514,4129,1148
5/18/20,Indonesia,18010,4324,1191
5/19/20,Indonesia,18496,4467,1221
5/20/20,Indonesia,19189,4575,1242
5/21/20,Indonesia,20162,4838,1278
5/22/20,Indonesia,20796,5057,1326
5/23/20,Indonesia,21745,5249,1351
5/24/20,Indonesia,22271,5402,1372
5/25/20,Indonesia,22750,5642,1391
5/26/20,Indonesia,23165,5877,1418
5/27/20,Indonesia,23851,6057,1473
5/28/20,Indonesia,24538,6240,1496
5/29/20,Indonesia,25216,6492,1520
5/30/20,Indonesia,25773,7015,1573
5/31/20,Indonesia,26473,7308,1613
6/1/20,Indonesia,26940,7637,1641
6/2/20,Indonesia,27549,7935,1663
6/3/20,Indonesia,28233,8406,1698
6/4/20,Indonesia,28818,8892,1721
6/5/20,Indonesia,29521,9443,1770
6/6/20,Indonesia,30514,9907,1801
6/7/20,Indonesia,31186,10498,1851
6/8/20,Indonesia,32033,10904,1883
6/9/20,Indonesia,33076,11414,1923
1/22/20,Laos,0,0,0
1/23/20,Laos,0,0,0
1/24/20,Laos,0,0,0
1/25/20,Laos,0,0,0
1/26/20,Laos,0,0,0
1/27/20,Laos,0,0,0
1/28/20,Laos,0,0,0
1/29/20,Laos,0,0,0
1/30/20,Laos,0,0,0
1/31/20,Laos,0,0,0
2/1/20,Laos,0,0,0
2/2/20,Laos,0,0,0
2/3/20,Laos,0,0,0
2/4/20,Laos,0,0,0
2/5/20,Laos,0,0,0
2/6/20,Laos,0,0,0
2/7/20,Laos,0,0,0
2/8/20,Laos,0,0,0
2/9/20,Laos,0,0,0
2/10/20,Laos,0,0,0
2/11/20,Laos,0,0,0
2/12/20,Laos,0,0,0
2/13/20,Laos,0,0,0
2/14/20,Laos,0,0,0
2/15/20,Laos,0,0,0
2/16/20,Laos,0,0,0
2/17/20,Laos,0,0,0
2/18/20,Laos,0,0,0
2/19/20,Laos,0,0,0
2/20/20,Laos,0,0,0
2/21/20,Laos,0,0,0
2/22/20,Laos,0,0,0
2/23/20,Laos,0,0,0
2/24/20,Laos,0,0,0
2/25/20,Laos,0,0,0
2/26/20,Laos,0,0,0
2/27/20,Laos,0,0,0
2/28/20,Laos,0,0,0
2/29/20,Laos,0,0,0
3/1/20,Laos,0,0,0
3/2/20,Laos,0,0,0
3/3/20,Laos,0,0,0
3/4/20,Laos,0,0,0
3/5/20,Laos,0,0,0
3/6/20,Laos,0,0,0
3/7/20,Laos,0,0,0
3/8/20,Laos,0,0,0
3/9/20,Laos,0,0,0
3/10/20,Laos,0,0,0
3/11/20,Laos,0,0,0
3/12/20,Laos,0,0,0
3/13/20,Laos,0,0,0
3/14/20,Laos,0,0,0
3/15/20,Laos,0,0,0
3/16/20,Laos,0,0,0
3/17/20,Laos,0,0,0
3/18/20,Laos,0,0,0
3/19/20,Laos,0,0,0
3/20/20,Laos,0,0,0
3/21/20,Laos,0,0,0
3/22/20,Laos,0,0,0
3/23/20,Laos,0,0,0
3/24/20,Laos,2,0,0
3/25/20,Laos,3,0,0
3/26/20,Laos,6,0,0
3/27/20,Laos,6,0,0
3/28/20,Laos,8,0,0
3/29/20,Laos,8,0,0
3/30/20,Laos,8,0,0
3/31/20,Laos,9,0,0
4/1/20,Laos,10,0,0
4/2/20,Laos,10,0,0
4/3/20,Laos,10,0,0
4/4/20,Laos,10,0,0
4/5/20,Laos,11,0,0
4/6/20,Laos,12,0,0
4/7/20,Laos,14,0,0
4/8/20,Laos,15,0,0
4/9/20,Laos,16,0,0
4/10/20,Laos,16,0,0
4/11/20,Laos,18,0,0
4/12/20,Laos,19,0,0
4/13/20,Laos,19,0,0
4/14/20,Laos,19,1,0
4/15/20,Laos,19,1,0
4/16/20,Laos,19,2,0
4/17/20,Laos,19,2,0
4/18/20,Laos,19,2,0
4/19/20,Laos,19,2,0
4/20/20,Laos,19,2,0
4/21/20,Laos,19,2,0
4/22/20,Laos,19,4,0
4/23/20,Laos,19,4,0
4/24/20,Laos,19,4,0
4/25/20,Laos,19,7,0
4/26/20,Laos,19,7,0
4/27/20,Laos,19,7,0
4/28/20,Laos,19,7,0
4/29/20,Laos,19,7,0
4/30/20,Laos,19,8,0
5/1/20,Laos,19,8,0
5/2/20,Laos,19,9,0
5/3/20,Laos,19,9,0
5/4/20,Laos,19,9,0
5/5/20,Laos,19,9,0
5/6/20,Laos,19,10,0
5/7/20,Laos,19,9,0
5/8/20,Laos,19,9,0
5/9/20,Laos,19,13,0
5/10/20,Laos,19,13,0
5/11/20,Laos,19,13,0
5/12/20,Laos,19,13,0
5/13/20,Laos,19,14,0
5/14/20,Laos,19,14,0
5/15/20,Laos,19,14,0
5/16/20,Laos,19,14,0
5/17/20,Laos,19,14,0
5/18/20,Laos,19,14,0
5/19/20,Laos,19,14,0
5/20/20,Laos,19,14,0
5/21/20,Laos,19,14,0
5/22/20,Laos,19,14,0
5/23/20,Laos,19,14,0
5/24/20,Laos,19,14,0
5/25/20,Laos,19,14,0
5/26/20,Laos,19,14,0
5/27/20,Laos,19,16,0
5/28/20,Laos,19,16,0
5/29/20,Laos,19,16,0
5/30/20,Laos,19,16,0
5/31/20,Laos,19,16,0
6/1/20,Laos,19,16,0
6/2/20,Laos,19,16,0
6/3/20,Laos,19,18,0
6/4/20,Laos,19,18,0
6/5/20,Laos,19,18,0
6/6/20,Laos,19,18,0
6/7/20,Laos,19,18,0
6/8/20,Laos,19,18,0
6/9/20,Laos,19,19,0
1/22/20,Malaysia,0,0,0
1/23/20,Malaysia,0,0,0
1/24/20,Malaysia,0,0,0
1/25/20,Malaysia,3,0,0
1/26/20,Malaysia,4,0,0
1/27/20,Malaysia,4,0,0
1/28/20,Malaysia,4,0,0
1/29/20,Malaysia,7,0,0
1/30/20,Malaysia,8,0,0
1/31/20,Malaysia,8,0,0
2/1/20,Malaysia,8,0,0
2/2/20,Malaysia,8,0,0
2/3/20,Malaysia,8,0,0
2/4/20,Malaysia,10,0,0
2/5/20,Malaysia,12,0,0
2/6/20,Malaysia,12,0,0
2/7/20,Malaysia,12,1,0
2/8/20,Malaysia,16,1,0
2/9/20,Malaysia,16,1,0
2/10/20,Malaysia,18,1,0
2/11/20,Malaysia,18,3,0
2/12/20,Malaysia,18,3,0
2/13/20,Malaysia,19,3,0
2/14/20,Malaysia,19,3,0
2/15/20,Malaysia,22,7,0
2/16/20,Malaysia,22,7,0
2/17/20,Malaysia,22,7,0
2/18/20,Malaysia,22,13,0
2/19/20,Malaysia,22,15,0
2/20/20,Malaysia,22,15,0
2/21/20,Malaysia,22,15,0
2/22/20,Malaysia,22,15,0
2/23/20,Malaysia,22,15,0
2/24/20,Malaysia,22,18,0
2/25/20,Malaysia,22,18,0
2/26/20,Malaysia,22,18,0
2/27/20,Malaysia,23,18,0
2/28/20,Malaysia,23,18,0
2/29/20,Malaysia,25,18,0
3/1/20,Malaysia,29,18,0
3/2/20,Malaysia,29,18,0
3/3/20,Malaysia,36,22,0
3/4/20,Malaysia,50,22,0
3/5/20,Malaysia,50,22,0
3/6/20,Malaysia,83,22,0
3/7/20,Malaysia,93,23,0
3/8/20,Malaysia,99,24,0
3/9/20,Malaysia,117,24,0
3/10/20,Malaysia,129,24,0
3/11/20,Malaysia,149,26,0
3/12/20,Malaysia,149,26,0
3/13/20,Malaysia,197,26,0
3/14/20,Malaysia,238,35,0
3/15/20,Malaysia,428,42,0
3/16/20,Malaysia,566,42,0
3/17/20,Malaysia,673,49,2
3/18/20,Malaysia,790,60,2
3/19/20,Malaysia,900,75,2
3/20/20,Malaysia,1030,87,3
3/21/20,Malaysia,1183,114,4
